"module name","license","repository"
"byline@5.0.0","MIT","https://github.com/jahewson/node-byline"
"bytes@1.0.0","MIT*","https://github.com/visionmedia/bytes.js"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"cacache@10.0.4","ISC","https://github.com/zkat/cacache"
"cacache@12.0.4","ISC","https://github.com/npm/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@3.0.0","MIT","https://github.com/blakeembrey/camel-case"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase-keys@4.2.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase-keys@6.2.2","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelize@1.0.0","MIT","https://github.com/substack/camelize"
"caniuse-lite@1.0.30001336","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"capture-exit@2.0.0","ISC","https://github.com/stefanpenner/capture-exit"
"capture-stack-trace@1.0.1","MIT","https://github.com/floatdrop/capture-stack-trace"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chai@3.5.0","MIT","https://github.com/chaijs/chai"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@3.0.0","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"character-entities-legacy@1.1.4","MIT","https://github.com/wooorm/character-entities-legacy"
"character-entities@1.2.4","MIT","https://github.com/wooorm/character-entities"
"character-reference-invalid@1.1.4","MIT","https://github.com/wooorm/character-reference-invalid"
"chardet@0.4.2","MIT","https://github.com/runk/node-chardet"
"cheerio-select@1.6.0","BSD-2-Clause","https://github.com/cheeriojs/cheerio-select"
"cheerio@1.0.0-rc.10","MIT","https://github.com/cheeriojs/cheerio"
"chokidar@2.1.8","MIT","https://github.com/paulmillr/chokidar"
"chokidar@3.5.3","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.4","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.3","MIT","https://github.com/samccone/chrome-trace-event"
"ci-info@1.6.0","MIT","https://github.com/watson/ci-info"
"ci-info@2.0.0","MIT","https://github.com/watson/ci-info"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"clean-css@4.2.4","MIT","https://github.com/jakubpawlowicz/clean-css"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-width@2.2.1","ISC","https://github.com/knownasilya/cli-width"
"cliui@3.2.0","ISC","https://github.com/yargs/cliui"
"cliui@5.0.0","ISC","https://github.com/yargs/cliui"
"cliui@6.0.0","ISC","https://github.com/yargs/cliui"
"clone-regexp@2.2.0","MIT","https://github.com/sindresorhus/clone-regexp"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"cmd-shim@2.1.0","ISC","https://github.com/npm/cmd-shim"
"co@4.6.0","MIT","https://github.com/tj/co"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"collect-v8-coverage@1.0.1","MIT","https://github.com/SimenB/collect-v8-coverage"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-blend@2.0.9","MIT","https://github.com/Loilo/color-blend"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"columnify@1.6.0","MIT","https://github.com/timoxley/columnify"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"command-join@2.0.1","MIT","https://github.com/seangenabe/command-join"
"commander@2.17.1","MIT","https://github.com/tj/commander.js"
"commander@2.19.0","MIT","https://github.com/tj/commander.js"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"commonmark-react-renderer@4.3.5","MIT","https://github.com/rexxars/commonmark-react-renderer"
"commonmark@0.27.0","BSD-2-Clause","https://github.com/jgm/commonmark.js"
"compare-func@1.3.4","MIT","https://github.com/stevemao/compare-func"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"confusing-browser-globals@1.0.11","MIT","https://github.com/facebook/create-react-app"
"connect-history-api-fallback@1.6.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"console-browserify@1.2.0","MIT","https://github.com/browserify/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"content-disposition@0.5.4","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"continuable-cache@0.3.1","MIT","https://github.com/Raynos/continuable-cache"
"conventional-changelog-angular@1.6.6","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-atom@0.2.8","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-cli@1.3.22","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-codemirror@0.3.8","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-core@2.0.11","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-ember@0.3.12","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-eslint@1.0.9","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-express@0.3.6","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-jquery@0.1.0","ISC","https://github.com/stevemao/conventional-changelog-jquery"
"conventional-changelog-jscs@0.1.0","ISC","https://github.com/stevemao/conventional-changelog-jscs"
"conventional-changelog-jshint@0.3.8","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-preset-loader@1.1.8","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-writer@3.0.9","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog@1.1.24","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-commits-filter@1.1.6","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-commits-parser@2.1.7","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-recommended-bump@1.2.1","MIT","https://github.com/conventional-changelog/conventional-recommended-bump"
"convert-source-map@1.8.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.5.0","MIT","https://github.com/jshttp/cookie"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"copy-webpack-plugin@4.6.0","MIT","https://github.com/webpack-contrib/copy-webpack-plugin"
"core-js-compat@3.22.4","MIT","https://github.com/zloirock/core-js"
"core-js-pure@3.22.4","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cosmiconfig@7.0.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"create-ecdh@4.0.4","MIT","https://github.com/crypto-browserify/createECDH"
"create-error-class@3.0.2","MIT","https://github.com/floatdrop/create-error-class"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"css-color-keywords@1.0.0","ISC","https://github.com/sonicdoe/css-color-keywords"
"css-select@4.3.0","BSD-2-Clause","https://github.com/fb55/css-select"
"css-to-react-native@3.0.0","MIT","https://github.com/styled-components/css-to-react-native"
"css-what@6.1.0","BSD-2-Clause","https://github.com/fb55/css-what"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssom@0.3.8","MIT","https://github.com/NV/CSSOM"
"cssom@0.4.4","MIT","https://github.com/NV/CSSOM"
"cssstyle@2.3.0","MIT","https://github.com/jsdom/cssstyle"
"csstype@3.0.11","MIT","https://github.com/frenic/csstype"
"currently-unhandled@0.4.1","MIT","https://github.com/jamestalmage/currently-unhandled"
"cyclist@1.0.1","MIT","https://github.com/mafintosh/cyclist"
"damerau-levenshtein@1.0.8","BSD-2-Clause","https://github.com/tad-lispy/node-damerau-levenshtein"
"dargs@4.1.0","MIT","https://github.com/sindresorhus/dargs"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"data-urls@1.1.0","MIT","https://github.com/jsdom/data-urls"
"dateformat@3.0.3","MIT","https://github.com/felixge/node-dateformat"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.3.4","MIT","https://github.com/debug-js/debug"
"decamelize-keys@1.1.0","MIT","https://github.com/dsblv/decamelize-keys"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decimal.js-light@2.5.1","MIT","https://github.com/MikeMcl/decimal.js-light"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"dedent@0.7.0","MIT","https://github.com/dmnd/dedent"
"deep-eql@0.1.3","MIT","https://github.com/chaijs/deep-eql"
"deep-equal@1.1.1","MIT","https://github.com/substack/node-deep-equal"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@4.2.2","MIT","https://github.com/TehShrike/deepmerge"
"default-gateway@4.2.0","BSD-2-Clause","https://github.com/silverwind/default-gateway"
"defaults@1.0.3","MIT","https://github.com/tmpvar/defaults"
"define-properties@1.1.4","MIT","https://github.com/ljharb/define-properties"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"del@4.1.1","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"dequal@1.0.0","MIT","https://github.com/lukeed/dequal"
"des.js@1.0.1","MIT","https://github.com/indutny/des.js"
"destroy@1.2.0","MIT","https://github.com/stream-utils/destroy"
"detect-file@1.0.0","MIT","https://github.com/doowb/detect-file"
"detect-indent@5.0.0","MIT","https://github.com/sindresorhus/detect-indent"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"detect-node@2.1.0","MIT","https://github.com/iliakan/detect-node"
"diff-sequences@25.2.6","MIT","https://github.com/facebook/jest"
"diffie-hellman@5.0.3","MIT","https://github.com/crypto-browserify/diffie-hellman"
"dir-glob@2.2.2","MIT","https://github.com/kevva/dir-glob"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"discontinuous-range@1.0.0","MIT","https://github.com/dtudury/discontinuous-range"
"dns-equal@1.0.0","MIT","https://github.com/watson/dns-equal"
"dns-packet@1.3.4","MIT","https://github.com/mafintosh/dns-packet"
"dns-txt@2.0.2","MIT","https://github.com/watson/dns-txt"
"doctrine@2.1.0","Apache-2.0","https://github.com/eslint/doctrine"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-converter@0.2.0","MIT","https://github.com/AriaMinaei/dom-converter"
"dom-serializer@0.2.2","MIT","https://github.com/cheeriojs/dom-renderer"
"dom-serializer@1.4.1","MIT","https://github.com/cheeriojs/dom-renderer"
"domain-browser@1.2.0","MIT","https://github.com/bevry/domain-browser"
"domelementtype@1.3.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domelementtype@2.3.0","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domexception@1.0.1","MIT","https://github.com/jsdom/domexception"
"domhandler@2.4.2","BSD-2-Clause","https://github.com/fb55/DomHandler"
"domhandler@4.3.1","BSD-2-Clause","https://github.com/fb55/domhandler"
"domutils@1.7.0","BSD-2-Clause","https://github.com/FB55/domutils"
"domutils@2.8.0","BSD-2-Clause","https://github.com/fb55/domutils"
"dot-prop@3.0.0","MIT","https://github.com/sindresorhus/dot-prop"
"duplexer3@0.1.4","BSD-3-Clause","https://github.com/floatdrop/duplexer3"
"duplexer@0.1.2","MIT","https://github.com/Raynos/duplexer"
"duplexify@3.7.1","MIT","https://github.com/mafintosh/duplexify"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.4.134","ISC","https://github.com/kilian/electron-to-chromium"
"elliptic@6.5.4","MIT","https://github.com/indutny/elliptic"
"emoji-regex@7.0.3","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"emojis-list@2.1.0","MIT","https://github.com/kikobeats/emojis-list"
"emojis-list@3.0.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"enhanced-resolve@0.9.1","MIT","https://github.com/webpack/enhanced-resolve"
"enhanced-resolve@4.5.0","MIT","https://github.com/webpack/enhanced-resolve"
"enquirer@2.3.6","MIT","https://github.com/enquirer/enquirer"
"entities@1.1.2","BSD-2-Clause","https://github.com/fb55/entities"
"entities@2.2.0","BSD-2-Clause","https://github.com/fb55/entities"
"enzyme-adapter-react-16@1.15.6","MIT","https://github.com/enzymejs/enzyme"
"enzyme-adapter-utils@1.14.0","MIT","https://github.com/enzymejs/enzyme"
"enzyme-shallow-equal@1.0.4","MIT","https://github.com/enzymejs/enzyme"
"enzyme@3.11.0","MIT","https://github.com/airbnb/enzyme"
"errno@0.1.8","MIT","https://github.com/rvagg/node-errno"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"error@7.2.1","MIT","https://github.com/Raynos/error"
"es-abstract@1.19.5","MIT","https://github.com/ljharb/es-abstract"
"es-array-method-boxes-properly@1.0.0","MIT","https://github.com/ljharb/es-array-method-boxes-properly"
"es-shim-unscopables@1.0.0","MIT","https://github.com/ljharb/es-shim-unscopables"
"es-to-primitive@1.2.1","MIT","https://github.com/ljharb/es-to-primitive"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@1.14.3","BSD-2-Clause","https://github.com/estools/escodegen"
"eslint-config-airbnb-base@14.2.1","MIT","https://github.com/airbnb/javascript"
"eslint-config-airbnb@18.2.1","MIT","https://github.com/airbnb/javascript"
"eslint-config-prettier@6.15.0","MIT","https://github.com/prettier/eslint-config-prettier"
"eslint-import-resolver-node@0.3.6","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-import-resolver-webpack@0.13.2","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-module-utils@2.7.3","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-plugin-import@2.26.0","MIT","https://github.com/import-js/eslint-plugin-import"
"eslint-plugin-jsx-a11y@6.5.1","MIT","https://github.com/jsx-eslint/eslint-plugin-jsx-a11y"
"eslint-plugin-react-hooks@4.5.0","MIT","https://github.com/facebook/react"
"eslint-plugin-react@7.29.4","MIT","https://github.com/yannickcr/eslint-plugin-react"
"eslint-scope@4.0.3","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-scope@5.1.1","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-utils@2.1.0","MIT","https://github.com/mysticatea/eslint-utils"
"eslint-visitor-keys@1.3.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@2.1.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint@7.32.0","MIT","https://github.com/eslint/eslint"
"espree@7.3.1","BSD-2-Clause","https://github.com/eslint/espree"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.4.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@4.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"eventemitter3@4.0.7","MIT","https://github.com/primus/eventemitter3"
"events@3.3.0","MIT","https://github.com/Gozala/events"
"eventsource@1.1.0","MIT","https://github.com/EventSource/eventsource"
"evp_bytestokey@1.0.3","MIT","https://github.com/crypto-browserify/EVP_BytesToKey"
"exec-sh@0.3.6","MIT","https://github.com/tsertkov/exec-sh"
"execa@0.7.0","MIT","https://github.com/sindresorhus/execa"
"execa@0.8.0","MIT","https://github.com/sindresorhus/execa"
"execa@1.0.0","MIT","https://github.com/sindresorhus/execa"
"execa@3.4.0","MIT","https://github.com/sindresorhus/execa"
"execall@2.0.0","MIT","https://github.com/sindresorhus/execall"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expand-brackets@2.1.4","MIT","https://github.com/jonschlinkert/expand-brackets"
"expand-tilde@2.0.2","MIT","https://github.com/jonschlinkert/expand-tilde"
"expect@25.5.0","MIT","https://github.com/facebook/jest"
"express@4.18.1","MIT","https://github.com/expressjs/express"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend-shallow@3.0.2","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"external-editor@2.2.0","MIT","https://github.com/mrkmg/node-external-editor"
"extglob@2.0.4","MIT","https://github.com/micromatch/extglob"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"extsprintf@1.4.1","MIT","https://github.com/davepacheco/node-extsprintf"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.2.11","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastest-levenshtein@1.0.12","MIT","https://github.com/ka-weihe/fastest-levenshtein"
"fastq@1.13.0","ISC","https://github.com/mcollina/fastq"
"faye-websocket@0.10.0","MIT","https://github.com/faye/faye-websocket-node"
"faye-websocket@0.11.4","Apache-2.0","https://github.com/faye/faye-websocket-node"
"fb-watchman@2.0.1","Apache-2.0","https://github.com/facebook/watchman"
"figgy-pudding@3.5.2","ISC","https://github.com/npm/figgy-pudding"
"figures@2.0.0","MIT","https://github.com/sindresorhus/figures"
"file-entry-cache@6.0.1","MIT","https://github.com/royriojas/file-entry-cache"
"file-loader@1.1.11","MIT","https://github.com/webpack/file-loader"
"file-uri-to-path@1.0.0","MIT","https://github.com/TooTallNate/file-uri-to-path"
"fill-range@4.0.0","MIT","https://github.com/jonschlinkert/fill-range"
"fill-range@7.0.1","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@1.2.0","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir@1.0.0","MIT","https://github.com/avajs/find-cache-dir"
"find-cache-dir@2.1.0","MIT","https://github.com/avajs/find-cache-dir"
"find-cache-dir@3.3.2","MIT","https://github.com/avajs/find-cache-dir"
"find-root@1.1.0","MIT","https://github.com/js-n/find-root"
"find-up@1.1.2","MIT","https://github.com/sindresorhus/find-up"
"find-up@2.1.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@3.0.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"findup-sync@3.0.0","MIT","https://github.com/gulpjs/findup-sync"
"flat-cache@3.0.4","MIT","https://github.com/royriojas/flat-cache"
"flatted@3.2.5","ISC","https://github.com/WebReflection/flatted"
"flush-write-stream@1.1.1","MIT","https://github.com/mafintosh/flush-write-stream"
"follow-redirects@1.15.0","MIT","https://github.com/follow-redirects/follow-redirects"
"for-in@1.0.2","MIT","https://github.com/jonschlinkert/for-in"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"form-data@2.3.3","MIT","https://github.com/form-data/form-data"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded"
"fragment-cache@0.2.1","MIT","https://github.com/jonschlinkert/fragment-cache"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"from2@2.3.0","MIT","https://github.com/hughsk/from2"
"fs-extra@4.0.3","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-write-stream-atomic@1.0.10","ISC","https://github.com/npm/fs-write-stream-atomic"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@1.2.13","MIT","https://github.com/strongloop/fsevents"
"fsevents@2.3.2","MIT","https://github.com/fsevents/fsevents"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind"
"function.prototype.name@1.1.5","MIT","https://github.com/es-shims/Function.prototype.name"
"functional-red-black-tree@1.0.1","MIT","https://github.com/mikolalysenko/functional-red-black-tree"
"functions-have-names@1.2.3","MIT","https://github.com/inspect-js/functions-have-names"
"gauge@2.7.4","ISC","https://github.com/iarna/gauge"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@1.0.3","ISC","https://github.com/stefanpenner/get-caller-file"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.1.1","MIT","https://github.com/ljharb/get-intrinsic"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-pkg-repo@1.4.0","MIT","https://github.com/stevemao/get-pkg-repo"
"get-port@3.2.0","MIT","https://github.com/sindresorhus/get-port"
"get-stdin@4.0.1","MIT","https://github.com/sindresorhus/get-stdin"
"get-stdin@6.0.0","MIT","https://github.com/sindresorhus/get-stdin"
"get-stdin@8.0.0","MIT","https://github.com/sindresorhus/get-stdin"
"get-stream@3.0.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream"
"get-stream@5.2.0","MIT","https://github.com/sindresorhus/get-stream"
"get-symbol-description@1.0.0","MIT","https://github.com/inspect-js/get-symbol-description"
"get-value@2.0.6","MIT","https://github.com/jonschlinkert/get-value"
"getpass@0.1.7","MIT","https://github.com/arekinath/node-getpass"
"git-raw-commits@1.3.6","MIT","https://github.com/conventional-changelog/conventional-changelog"
"git-remote-origin-url@2.0.0","MIT","https://github.com/sindresorhus/git-remote-origin-url"
"git-semver-tags@1.3.6","MIT","https://github.com/conventional-changelog/conventional-changelog"
"gitconfiglocal@1.0.0","BSD*","https://github.com/soldair/node-gitconfiglocal"
"glob-parent@3.1.0","ISC","https://github.com/es128/glob-parent"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@7.2.0","ISC","https://github.com/isaacs/node-glob"
"global-modules@1.0.0","MIT","https://github.com/jonschlinkert/global-modules"
"global-modules@2.0.0","MIT","https://github.com/jonschlinkert/global-modules"
"global-prefix@1.0.2","MIT","https://github.com/jonschlinkert/global-prefix"
"global-prefix@3.0.0","MIT","https://github.com/jonschlinkert/global-prefix"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"globals@13.13.0","MIT","https://github.com/sindresorhus/globals"
"globby@11.1.0","MIT","https://github.com/sindresorhus/globby"
"globby@6.1.0","MIT","https://github.com/sindresorhus/globby"
"globby@7.1.1","MIT","https://github.com/sindresorhus/globby"
"globjoin@0.1.4","MIT","https://github.com/amobiz/globjoin"
"gonzales-pe@4.3.0","MIT","https://github.com/tonyganch/gonzales-pe"
"got@6.7.1","MIT","https://github.com/sindresorhus/got"
"graceful-fs@4.2.10","ISC","https://github.com/isaacs/node-graceful-fs"
"growly@1.3.0","MIT","https://github.com/theabraham/growly"
"handle-thing@2.0.1","MIT","https://github.com/indutny/handle-thing"
"handlebars@4.7.7","MIT","https://github.com/wycats/handlebars.js"
"har-schema@2.0.0","ISC","https://github.com/ahmadnassri/har-schema"
"har-validator@5.1.5","MIT","https://github.com/ahmadnassri/node-har-validator"
"hard-rejection@2.1.0","MIT","https://github.com/sindresorhus/hard-rejection"
"has-bigints@1.0.2","MIT","https://github.com/ljharb/has-bigints"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-property-descriptors@1.0.0","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-symbols@1.0.3","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.0","MIT","https://github.com/inspect-js/has-tostringtag"
"has-unicode@2.0.1","ISC","https://github.com/iarna/has-unicode"
"has-value@0.3.1","MIT","https://github.com/jonschlinkert/has-value"
"has-value@1.0.0","MIT","https://github.com/jonschlinkert/has-value"
"has-values@0.1.4","MIT","https://github.com/jonschlinkert/has-values"
"has-values@1.0.0","MIT","https://github.com/jonschlinkert/has-values"
"has@1.0.3","MIT","https://github.com/tarruda/has"
"hash-base@3.1.0","MIT","https://github.com/crypto-browserify/hash-base"
"hash.js@1.1.7","MIT","https://github.com/indutny/hash.js"
"he@1.2.0","MIT","https://github.com/mathiasbynens/he"
"hmac-drbg@1.0.1","MIT","https://github.com/indutny/hmac-drbg"
"hoist-non-react-statics@3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"homedir-polyfill@1.0.3","MIT","https://github.com/doowb/homedir-polyfill"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"hosted-git-info@4.1.0","ISC","https://github.com/npm/hosted-git-info"
"hpack.js@2.1.6","MIT","https://github.com/indutny/hpack.js"
"html-element-map@1.3.1","MIT","https://github.com/ljharb/html-element-map"
"html-encoding-sniffer@1.0.2","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-entities@1.4.0","MIT","https://github.com/mdevils/node-html-entities"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"html-minifier@3.5.21","MIT","https://github.com/kangax/html-minifier"
"html-tags@3.2.0","MIT","https://github.com/sindresorhus/html-tags"
